Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site,adsorption_energy
Pd,Ru,0.75,0.25,top,-0.1311381896584578
Pt,V,0.5,0.5,hollow,-0.1310848552556933
Ru,Ag,0.75,0.25,hollow,-0.4089439694571126
Ni,Tc,0.75,0.25,hollow,-0.4093477863561645
Mn,Ru,0.5,0.5,hollow,-0.1305164094582949
Pd,Ti,0.5,0.5,hollow,-0.1303602161560491
Co,Y,0.75,0.25,bridge,-0.40970847335754
Pd,Os,0.75,0.25,hollow,-0.4097699710573295
Os,Tc,0.75,0.25,hollow,-0.4098113322570214
Os,Co,0.75,0.25,bridge,-0.1301078304595364
Ir,Rh,0.75,0.25,bridge,-0.1300270126584735
Mn,Os,0.75,0.25,bridge,-0.4102858988617015
Zn,Hf,0.75,0.25,hollow,-0.4107399207559581
Pt,Cr,0.75,0.25,hollow,-0.1292317600591275
Co,Ru,0.5,0.5,hollow,-0.4108924406600351
Pt,W,0.75,0.25,hollow,-0.1290025040607076
Re,Tc,0.5,0.5,bridge,-0.4110872740556885
Os,Fe,0.75,0.25,top,-0.1283875268627241
Nb,Pt,0.5,0.5,hollow,-0.4116276921585893
Rh,Cu,0.75,0.25,hollow,-0.4119789911555642
Pd,Ta,0.75,0.25,top,-0.1279494235559184
Os,W,0.5,0.5,bridge,-0.4121943692580032
Cu,Ni,0.75,0.25,bridge,-0.1276320028618727
La,Ni,0.5,0.5,top,-0.1275246538561703
Cu,Pt,0.75,0.25,hollow,-0.1272951258642649
Rh,W,0.75,0.25,hollow,-0.4127885298575791
Pd,Cr,0.75,0.25,bridge,-0.1271817903607086
Tc,Ir,0.75,0.25,hollow,-0.4128479866585337
Pd,Rh,0.75,0.25,bridge,-0.1271254628581744
Au,Re,0.75,0.25,hollow,-0.4129688052553035
Pt,Ir,0.75,0.25,top,-0.4133130292602516
Nb,Re,0.75,0.25,top,-0.1266845023592111
Hg,Pt,0.5,0.5,bridge,-0.1266533453553791
Co,Pd,0.5,0.5,hollow,-0.1265770173622229
Tc,Zn,0.5,0.5,bridge,-0.4135171146544678
Rh,Pd,0.75,0.25,bridge,-0.126299189257196
Au,Pd,0.5,0.5,hollow,-0.1260632664588854
Pd,Fe,0.75,0.25,hollow,-0.1257974112586168
Co,Rh,0.75,0.25,bridge,-0.1257621725589786
Hf,Ir,0.75,0.25,top,-0.1256512861573071
Pt,V,0.5,0.5,hollow,-0.4143632525583314
Ni,Mn,0.75,0.25,hollow,-0.4143813481559562
Rh,Sc,0.5,0.5,bridge,-0.1256029858586487
Ir,Hf,0.75,0.25,hollow,-0.4144051581560859
Cr,Os,0.75,0.25,top,-0.1245767086611238
Os,Ag,0.75,0.25,bridge,-0.1243753442531385
Ru,Pd,0.75,0.25,hollow,-0.4156532082551791
Ni,Sc,0.75,0.25,bridge,-0.4156805557567793
Nb,Pt,0.5,0.5,hollow,-0.1242562944562166
Pd,Ag,0.75,0.25,bridge,-0.1239709831633888
Rh,Au,0.75,0.25,hollow,-0.1239675817587055
Os,Ta,0.75,0.25,hollow,-0.4160529434584248
Au,Fe,0.5,0.5,bridge,-0.1238459468576991
Co,Ir,0.75,0.25,hollow,-0.1237817279606758
Ru,V,0.5,0.5,hollow,-0.4164321341586117
Re,Cu,0.75,0.25,hollow,-0.4164381206564655
Cu,Hf,0.75,0.25,hollow,-0.123357230454502
Fe,Ir,0.5,0.5,bridge,-0.123334644958021
Ag,W,0.5,0.5,hollow,-0.1232994062583827
Cu,Ti,0.5,0.5,hollow,-0.1231180423628472
Ir,V,0.75,0.25,hollow,-0.4171173167587483
Pt,La,0.75,0.25,hollow,-0.4173159598567224
Ru,Re,0.75,0.25,hollow,-0.4174231727583617
Hg,V,0.75,0.25,top,-0.1222019711594555
Cu,Cr,0.75,0.25,hollow,-0.4180159726592762
Fe,Ta,0.5,0.5,top,-0.1218323044585929
Cd,Rh,0.75,0.25,top,-0.121809446859487
Fe,Ni,0.5,0.5,hollow,-0.1215995110605661
Y,Ti,0.75,0.25,top,-0.1213203222568779
Rh,Y,0.75,0.25,hollow,-0.4186908150577153
Hf,Rh,0.5,0.5,hollow,-0.1212816820579689
Cu,Ni,0.5,0.5,hollow,-0.1211910681585948
Re,Mo,0.75,0.25,bridge,-0.4190003445573609
Cu,Fe,0.75,0.25,hollow,-0.1206151392534309
Ru,V,0.75,0.25,hollow,-0.4194320531596247
Cr,Ir,0.75,0.25,top,-0.1204491497582864
Pd,Ir,0.75,0.25,hollow,-0.1204137750600864
Co,Cu,0.5,0.5,hollow,-0.12040302645525
Ag,Ta,0.5,0.5,hollow,-0.1203856112615255
Pd,Mn,0.75,0.25,hollow,-0.1199661478521818
Ir,Os,0.75,0.25,hollow,-0.119764103258575
Pt,Mo,0.75,0.25,hollow,-0.1194836898566507
Hg,Ta,0.75,0.25,top,-0.4207137093571589
Zn,Y,0.75,0.25,hollow,-0.1192530734615218
Os,Tc,0.5,0.5,hollow,-0.4208285413578494
Pd,Re,0.75,0.25,hollow,-0.4208409225566072
Rh,La,0.75,0.25,hollow,-0.421034667556313
Pt,V,0.75,0.25,hollow,-0.1188302085565453
Ir,Ni,0.75,0.25,bridge,-0.1187926568590853
La,Hg,0.75,0.25,bridge,-0.1185828571569516
Rh,Cr,0.75,0.25,hollow,-0.4214436547581215
Cr,La,0.75,0.25,hollow,-0.4216387603582632
Mo,Rh,0.5,0.5,hollow,-0.4217884229574054
Pd,Sc,0.5,0.5,hollow,-0.4220013520561849
Rh,V,0.5,0.5,hollow,-0.4220337335563897
Cu,La,0.5,0.5,bridge,-0.4225752401534635
Ag,Zr,0.75,0.25,top,-0.1170580671596042
Pt,Sc,0.75,0.25,bridge,-0.4234631475582944
Rh,Au,0.75,0.25,hollow,-0.4236683213593721
Cu,Rh,0.5,0.5,hollow,-0.116250433259637
Fe,La,0.75,0.25,top,-0.1160749198597557
Ag,Ti,0.5,0.5,hollow,-0.1159521965591636
Os,Cd,0.75,0.25,top,-0.4241052001588912
Ni,Hf,0.75,0.25,bridge,-0.4243616674566226
Os,Pd,0.75,0.25,bridge,-0.1154572214572624
Fe,Ni,0.5,0.5,hollow,-0.1152909598594931
Pd,Sc,0.5,0.5,hollow,-0.4248483430555723
Ag,Rh,0.5,0.5,bridge,-0.1148838775615956
Co,Zr,0.5,0.5,bridge,-0.4257675435610224
Os,Re,0.5,0.5,hollow,-0.4257891766564796
Zn,Tc,0.75,0.25,top,-0.4258483613584474
Cd,V,0.75,0.25,top,-0.1139371935559836
Ag,Ti,0.5,0.5,hollow,-0.1137528364551769
Ir,Ru,0.5,0.5,bridge,-0.113591200860327
Ni,Pt,0.75,0.25,top,-0.1134526948580685
Ir,V,0.5,0.5,hollow,-0.4266015724597025
Cd,Ta,0.75,0.25,top,-0.4266642946558647
Cd,Ru,0.75,0.25,top,-0.4270342335575776
Rh,Os,0.75,0.25,hollow,-0.1128717317614871
Rh,Cd,0.75,0.25,hollow,-0.4271346435589009
Pd,Ir,0.75,0.25,top,-0.4272943743589792
Cu,Pt,0.75,0.25,bridge,-0.1126993477582516
Pd,Y,0.75,0.25,bridge,-0.4274410436546247
Pd,Os,0.75,0.25,top,-0.4275063510603729
Hf,Rh,0.5,0.5,hollow,-0.4275776448548356
Re,Hf,0.75,0.25,hollow,-0.4277179195587166
Ir,Zr,0.75,0.25,hollow,-0.4278409149582955
Pt,Fe,0.75,0.25,hollow,-0.1121528070570718
Ir,Zr,0.75,0.25,bridge,-0.427946767259499
Nb,Ir,0.75,0.25,top,-0.1119560687611453
Ni,Ti,0.75,0.25,hollow,-0.4282477251608441
Cu,Ru,0.75,0.25,hollow,-0.4284463683570436
Ir,Mo,0.5,0.5,bridge,-0.4288505934591455
Pt,Nb,0.75,0.25,top,-0.1108033945592694
Os,Cr,0.75,0.25,top,-0.1104873342582948
Pt,Nb,0.75,0.25,hollow,-0.1102803917592325
Au,Ru,0.75,0.25,hollow,-0.1099761684590419
Pd,Ag,0.75,0.25,hollow,-0.1099342628576494
Ru,Ag,0.75,0.25,hollow,-0.4305786523536596
Os,Rh,0.5,0.5,bridge,-0.1093768377567983
Co,Os,0.75,0.25,hollow,-0.4306489937580124
Ru,Re,0.75,0.25,hollow,-0.430677973857172
Mo,Ni,0.5,0.5,hollow,-0.4308658684594491
Re,Ru,0.75,0.25,bridge,-0.4308730794573137
Cr,Os,0.5,0.5,top,-0.1091134315565511
Ir,Cd,0.75,0.25,hollow,-0.4309713125576024
Pd,Co,0.75,0.25,hollow,-0.1089860822530397
Ni,Ta,0.5,0.5,hollow,-0.4311873709584404
Co,Tc,0.75,0.25,hollow,-0.431626426658994
Mo,Ni,0.5,0.5,hollow,-0.4317509187594339
Os,Ti,0.75,0.25,hollow,-0.4317758171555113
Pd,Ti,0.75,0.25,hollow,-0.1081078348570088
Pt,Tc,0.75,0.25,bridge,-0.1079999417624719
Cr,Pt,0.5,0.5,hollow,-0.4320631693580878
Ag,Mo,0.75,0.25,hollow,-0.4323369158582579
Mo,Ru,0.5,0.5,bridge,-0.4323426302607629
Ru,Hg,0.75,0.25,hollow,-0.4324333802569242
Cu,Mn,0.75,0.25,hollow,-0.1075525865589668
Ir,Sc,0.5,0.5,bridge,-0.4325411373601753
Pt,Hf,0.75,0.25,hollow,-0.1069630519586724
Os,W,0.75,0.25,hollow,-0.4335071414561469
Ir,La,0.5,0.5,bridge,-0.4335373461571805
Rh,V,0.75,0.25,hollow,-0.4337140840570725
Tc,Ti,0.5,0.5,top,-0.1060747363580674
Hf,Y,0.5,0.5,bridge,-0.4339527278598041
Hf,Os,0.75,0.25,top,-0.1059975920570366
Cr,Tc,0.5,0.5,bridge,-0.434027014859538
Os,Nb,0.75,0.25,hollow,-0.4340372191608992
Tc,Cr,0.75,0.25,bridge,-0.4345494734579631
Au,Re,0.75,0.25,top,-0.4346142366548235
Co,Re,0.5,0.5,hollow,-0.4346508359585357
Ni,Mo,0.75,0.25,hollow,-0.4347071634610699
Rh,Hg,0.75,0.25,hollow,-0.4347795456587562
Re,La,0.75,0.25,bridge,-0.1050707723579478
Rh,Re,0.75,0.25,hollow,-0.104948865259729
Tc,W,0.75,0.25,bridge,-0.4352143836576658
Rh,Ta,0.5,0.5,hollow,-0.4353766995581907
Pt,Mo,0.75,0.25,hollow,-0.1044466791563252
Pd,V,0.75,0.25,bridge,-0.1044183793592026
Tc,Cr,0.75,0.25,bridge,-0.4359602476569932
Mn,Tc,0.75,0.25,bridge,-0.436058888960332
Pd,Ag,0.75,0.25,bridge,-0.1037910208605978
Nb,Rh,0.5,0.5,hollow,-0.4369952326587452
Ru,Rh,0.75,0.25,hollow,-0.4370311516604204
W,Y,0.5,0.5,bridge,-0.4371115613602967
Os,Cr,0.75,0.25,hollow,-0.4373537426572227
Ag,Ru,0.5,0.5,hollow,-0.1026456937533737
Pd,Au,0.75,0.25,hollow,-0.1025839239582353
Pd,Ta,0.75,0.25,hollow,-0.1025333107563426
Cu,Ta,0.75,0.25,hollow,-0.4375084393604709
Zn,Hf,0.75,0.25,bridge,-0.4376459928525662
Pd,Rh,0.75,0.25,top,-0.102202692461077
Ir,Pt,0.75,0.25,bridge,-0.102024866059736
Mo,Re,0.5,0.5,bridge,-0.4382487250577185
Pt,Re,0.75,0.25,hollow,-0.101271382852218
Ni,Pd,0.75,0.25,bridge,-0.1012438992538307
Pd,Co,0.75,0.25,bridge,-0.1009285193567564
Cu,Tc,0.5,0.5,hollow,-0.4392122801573066
Au,Ru,0.75,0.25,top,-0.1005515056594674
Co,Pt,0.5,0.5,hollow,-0.1002172137586683
Ir,Pt,0.5,0.5,bridge,-0.0999840122558168
Pd,Au,0.75,0.25,hollow,-0.0997656409590206
Cd,Y,0.75,0.25,bridge,-0.0996884966579898
Tc,Sc,0.75,0.25,hollow,-0.4404646841566944
Co,Pd,0.5,0.5,bridge,-0.0993385581595873
Ag,Zr,0.5,0.5,hollow,-0.0992015489564153
Co,Tc,0.75,0.25,hollow,-0.4409808841582787
Os,Ir,0.75,0.25,top,-0.0989656261581046
Cu,V,0.75,0.25,hollow,-0.0986713350566503
Ru,Y,0.75,0.25,bridge,-0.4415203497582922
Cd,Ir,0.5,0.5,bridge,-0.4416690599564106
Au,Pd,0.5,0.5,hollow,-0.098254728857654
Nb,Sc,0.5,0.5,bridge,-0.4418749141577507
Pt,W,0.5,0.5,top,-0.0979785332592371
Ir,Sc,0.75,0.25,hollow,-0.4420392708588849
Os,Tc,0.5,0.5,top,-0.0978388027606058
Cu,Ir,0.75,0.25,hollow,-0.4423089356559728
Re,Y,0.75,0.25,hollow,-0.0976340371553021
Pt,Ru,0.75,0.25,hollow,-0.0976224723553684
Tc,V,0.75,0.25,bridge,-0.442421454757067
Zn,Nb,0.75,0.25,bridge,-0.4425994171606078
Rh,W,0.5,0.5,hollow,-0.442771665259869
Ni,Zr,0.75,0.25,bridge,-0.4431584750554691
Tc,Pd,0.75,0.25,hollow,-0.443353444657049
Cr,Os,0.5,0.5,hollow,-0.4435763058563395
Cd,Sc,0.75,0.25,hollow,-0.0961502003583234
Co,Pt,0.5,0.5,hollow,-0.0957633905627233
Ni,Os,0.75,0.25,hollow,-0.4447194561571166
Ag,Hf,0.5,0.5,hollow,-0.0952061013585705
Ru,Fe,0.75,0.25,hollow,-0.4449698007583436
Rh,Ru,0.5,0.5,bridge,-0.0947165686584128
Ag,Tc,0.75,0.25,hollow,-0.4454118497587558
Ru,Re,0.75,0.25,hollow,-0.4456042342562512
Pt,Tc,0.5,0.5,hollow,-0.0943347929560047
Zn,Nb,0.75,0.25,hollow,-0.4457821966634299
Re,Zr,0.5,0.5,bridge,-0.4457821967580173
La,Zn,0.5,0.5,hollow,-0.4459039676575855
Cd,Y,0.75,0.25,hollow,-0.0940873053577604
Os,Tc,0.75,0.25,top,-0.0939766910587138
Co,Re,0.75,0.25,hollow,-0.4460458750536133
La,Nb,0.5,0.5,top,-0.0935853913569815
Re,W,0.75,0.25,bridge,-0.4469400411571484
Pt,Ru,0.5,0.5,hollow,-0.0930217075574262
Au,Nb,0.75,0.25,bridge,-0.0929682372616014
Pt,Re,0.75,0.25,top,-0.0926717691536112
Ir,Zn,0.5,0.5,bridge,-0.4473405926537168
Ag,Sc,0.75,0.25,hollow,-0.0923675459625599
Pt,La,0.75,0.25,bridge,-0.4477235928597736
Os,Ru,0.75,0.25,top,-0.0921188338570289
Au,Pd,0.5,0.5,bridge,-0.0920574721594391
Pd,Ru,0.75,0.25,bridge,-0.0915736538581484
Pd,Sc,0.75,0.25,hollow,-0.091539639458432
Co,Pt,0.5,0.5,bridge,-0.091445624259876
Au,Nb,0.75,0.25,hollow,-0.0909492885611769
Os,Cr,0.75,0.25,hollow,-0.4492223958577312
Cu,Rh,0.75,0.25,hollow,-0.0906133640591804
Pt,Ru,0.75,0.25,hollow,-0.0903875095527553
Cd,Sc,0.75,0.25,bridge,-0.0899483177590525
Re,Ru,0.5,0.5,bridge,-0.4502720749578373
Ru,Tc,0.75,0.25,hollow,-0.4504399692586673
Ni,Zr,0.75,0.25,top,-0.0895058607556791
Co,Re,0.5,0.5,top,-0.0894545672626634
Pt,Ta,0.75,0.25,hollow,-0.089353340858878
Co,Pt,0.75,0.25,bridge,-0.0893378304599252
Rh,Ag,0.75,0.25,hollow,-0.450878344657184
Cd,Sc,0.75,0.25,hollow,-0.0890477570601149
Pd,Cu,0.75,0.25,bridge,-0.0889089790643709
Cu,Ti,0.75,0.25,hollow,-0.0886816278570847
Tc,Ag,0.75,0.25,hollow,-0.4514154973576012
Rh,W,0.75,0.25,hollow,-0.4515633912587589
Ag,Co,0.75,0.25,hollow,-0.0883542749570267
Y,Zr,0.5,0.5,bridge,-0.4518516958569023
Au,Mo,0.75,0.25,hollow,-0.0881267877584548
Cr,Pt,0.5,0.5,hollow,-0.0881259714578561
Tc,Ir,0.75,0.25,hollow,-0.4523088471605376
Cu,Fe,0.5,0.5,hollow,-0.087636438655835
Re,Os,0.75,0.25,hollow,-0.4527126641578149
Y,Ir,0.75,0.25,top,-0.086833974956761
Fe,Ir,0.5,0.5,top,-0.0867976477593117
Mo,Rh,0.5,0.5,hollow,-0.4532563475576978
Ru,V,0.75,0.25,hollow,-0.4532654633576101
Ir,Mo,0.75,0.25,hollow,-0.0864399540577949
Fe,Ni,0.5,0.5,hollow,-0.0863336936590428
Cu,Pd,0.5,0.5,hollow,-0.0860792672601462
Re,Cr,0.75,0.25,bridge,-0.4543133737560936
Ir,Zr,0.75,0.25,hollow,-0.4543238500582163
Au,Hf,0.75,0.25,top,-0.0853173484601654
Os,Re,0.5,0.5,hollow,-0.4547781441569611
Pt,Cr,0.75,0.25,bridge,-0.0852078226589299
Co,Ir,0.5,0.5,bridge,-0.0851404745617117
Mn,Re,0.75,0.25,bridge,-0.4549257659591319
Cu,Mo,0.75,0.25,hollow,-0.4550276725558149
Pt,Ru,0.5,0.5,hollow,-0.0846980173582494
Os,Mo,0.75,0.25,hollow,-0.455791223960631
Ag,Ta,0.75,0.25,bridge,-0.4560328610523072
Ir,Tc,0.5,0.5,hollow,-0.4564697398591022
Re,Ru,0.5,0.5,hollow,-0.4568223993582876
Y,Tc,0.75,0.25,top,-0.0831460160579524
Ru,Tc,0.5,0.5,hollow,-0.4572490738564454
Pd,Pt,0.75,0.25,bridge,-0.0827402943532149
Au,Rh,0.75,0.25,hollow,-0.0826730822545585
Nb,Pd,0.5,0.5,bridge,-0.082525732656876
Mn,V,0.75,0.25,hollow,-0.457629080857231
Y,Zn,0.5,0.5,bridge,-0.0822791974560175
Ir,Ni,0.5,0.5,bridge,-0.0820689894598842
Ni,Cu,0.75,0.25,bridge,-0.0820619145588068
La,Rh,0.5,0.5,bridge,-0.4582812016587638
Mn,Mo,0.75,0.25,hollow,-0.4583112702593723
Y,Zr,0.75,0.25,top,-0.0816258521581119
Pd,La,0.75,0.25,hollow,-0.4584775318571417
Au,Tc,0.75,0.25,top,-0.081442039258917
Ir,W,0.75,0.25,hollow,-0.0813586363574074
Rh,Sc,0.5,0.5,bridge,-0.4588314158599758
Ir,Zn,0.5,0.5,top,-0.4592371375537993
Pd,Y,0.5,0.5,bridge,-0.0803273248593257
Ti,Cu,0.75,0.25,bridge,-0.4597624533589339
W,Ir,0.75,0.25,top,-0.0798743913573787
Ir,Os,0.5,0.5,hollow,-0.0795572427586819
Cd,Zr,0.75,0.25,top,-0.0795411879580285
Rh,W,0.5,0.5,hollow,-0.4604743031586338
Rh,Mo,0.75,0.25,hollow,-0.4604838270560947
La,Pd,0.5,0.5,bridge,-0.0793097551567996
Ru,Zn,0.75,0.25,hollow,-0.4610804367611933
Pt,Y,0.75,0.25,bridge,-0.4619318808572359
W,Re,0.75,0.25,top,-0.0780404801580232
Pd,Sc,0.75,0.25,hollow,-0.4619620854600441
Pt,Re,0.5,0.5,hollow,-0.0780178947597676
Hg,La,0.5,0.5,bridge,-0.4621769194590968
Ag,V,0.5,0.5,hollow,-0.07782102035614
La,Pd,0.5,0.5,bridge,-0.0777286376569179
Fe,Ta,0.5,0.5,bridge,-0.4625599195596521
Os,Cd,0.75,0.25,hollow,-0.464302536655822
Co,Ti,0.5,0.5,bridge,-0.4644082529621016
Co,Re,0.5,0.5,hollow,-0.4644315186587562
Ru,Cu,0.75,0.25,hollow,-0.4645354660596865
Cu,Ru,0.5,0.5,hollow,-0.0752260067519898
Cd,Y,0.5,0.5,~,-0.0745917093581454
Au,La,0.5,0.5,bridge,-0.4661164475573685
Pt,Cr,0.75,0.25,hollow,-0.0738242123615862
Hf,Os,0.5,0.5,top,-0.4661775370577459
Ir,Ta,0.75,0.25,hollow,-0.4661780812557197
Co,La,0.5,0.5,bridge,-0.4666753693590806
Zn,Mo,0.75,0.25,hollow,-0.4666840770578062
Co,Re,0.75,0.25,hollow,-0.466742853553086
Pd,Nb,0.75,0.25,hollow,-0.073112770655797
Pt,Ti,0.5,0.5,hollow,-0.4675625965601
Mo,Pt,0.5,0.5,hollow,-0.0724259553562376
Ru,W,0.75,0.25,hollow,-0.4676385162556187
W,Sc,0.75,0.25,hollow,-0.468121790457161
Os,Tc,0.5,0.5,hollow,-0.4681307701602861
Cu,Sc,0.75,0.25,hollow,-0.0717596846579624
Au,Ir,0.75,0.25,top,-0.4685147228583162
Mo,Re,0.75,0.25,top,-0.0714432162594391
Pt,Rh,0.75,0.25,top,-0.0713975010575893
Co,Cd,0.75,0.25,hollow,-0.4686789434553873
Cu,Os,0.75,0.25,hollow,-0.4686899641592106
Au,Co,0.5,0.5,hollow,-0.0711847080592349
Pt,Nb,0.75,0.25,bridge,-0.0711444352591286
Cr,Ru,0.5,0.5,hollow,-0.4691488841553735
Rh,Tc,0.5,0.5,hollow,-0.469338139256223
Cd,Y,0.75,0.25,hollow,-0.070646330855169
Y,Zn,0.75,0.25,hollow,-0.4695744701593582
Re,Cd,0.75,0.25,hollow,-0.0704204763560198
Cd,W,0.5,0.5,top,-0.0700811504566161
Re,Pd,0.75,0.25,hollow,-0.4699740693567662
Mo,Ir,0.75,0.25,top,-0.0699921692566647
Ir,Nb,0.75,0.25,hollow,-0.4701523039575193
Pd,Mo,0.75,0.25,hollow,-0.0697997847591693
Cu,Co,0.75,0.25,hollow,-0.0697714848638213
Mo,Pt,0.5,0.5,hollow,-0.4702611494567179
Ni,Hf,0.75,0.25,top,-0.0696895785576714
Hf,Ir,0.5,0.5,hollow,-0.4705539439591746
Os,W,0.75,0.25,hollow,-0.4705925841544456
Ir,Zr,0.5,0.5,bridge,-0.0693088913567123
Hg,Ir,0.75,0.25,top,-0.4706965316572393
Pt,Ta,0.5,0.5,hollow,-0.0682031567584715
Ir,Rh,0.5,0.5,bridge,-0.0680563513551248
Pd,Zr,0.75,0.25,hollow,-0.068038936059537
Pd,Cu,0.75,0.25,bridge,-0.0679321313645857
Pd,Y,0.75,0.25,bridge,-0.0676581126562894
Co,Sc,0.75,0.25,bridge,-0.4725723483561239
Pd,Au,0.75,0.25,bridge,-0.0674181083586233
Au,Co,0.5,0.5,bridge,-0.066972385858179
Mn,Re,0.5,0.5,bridge,-0.4733254233642299
Pt,Mo,0.75,0.25,bridge,-0.066529792656155
Tc,Mn,0.75,0.25,bridge,-0.4736799877564124
Au,Mo,0.75,0.25,top,-0.0658073304575452
Ag,Co,0.75,0.25,hollow,-0.0657835204610535
Ni,Re,0.75,0.25,hollow,-0.4744945604606698
Cu,Ir,0.5,0.5,hollow,-0.0654961682512009
Fe,Nb,0.5,0.5,bridge,-0.47461565125829
Sc,La,0.75,0.25,bridge,-0.4748140221572328
Ag,Ta,0.75,0.25,hollow,-0.4749250446538724
Cu,Pd,0.5,0.5,bridge,-0.0649916692554768
Cr,Nb,0.5,0.5,top,-0.064934933458943
La,Ni,0.75,0.25,top,-0.064908810559217
Hg,Zr,0.75,0.25,hollow,-0.0647505763581364
Os,Zr,0.5,0.5,top,-0.4753069563584802
Mn,Ru,0.5,0.5,bridge,-0.0645373751603699
Cu,Zr,0.75,0.25,hollow,-0.0644454007551473
Cd,Tc,0.75,0.25,top,-0.4756434251603139
Cr,Pt,0.75,0.25,hollow,-0.4757457399564089
Ni,Zr,0.75,0.25,bridge,-0.4759392128534898
Au,Nb,0.75,0.25,top,-0.0640071613588304
Hf,Re,0.5,0.5,bridge,-0.4761390804587506
Ir,Nb,0.5,0.5,hollow,-0.4765050736559431
Cr,Ta,0.75,0.25,top,-0.0633083729580619
Re,Rh,0.5,0.5,bridge,-0.0631864660562939
Ru,Sc,0.75,0.25,hollow,-0.4768275285595962
Pd,Tc,0.5,0.5,hollow,-0.4768770532564019
Ru,Tc,0.5,0.5,hollow,-0.4769037203577397
Au,Rh,0.75,0.25,bridge,-0.0630223814577846
La,Ta,0.75,0.25,hollow,-0.4770272600571559
Ag,Cr,0.75,0.25,top,-0.0628306771604627
Cd,Ta,0.75,0.25,bridge,-0.4772438626559676
Ir,Nb,0.5,0.5,hollow,-0.4773705316574421
Re,Ru,0.5,0.5,hollow,-0.4774120289575592
Co,Cr,0.5,0.5,bridge,-0.4774223693593455
Re,Ru,0.75,0.25,hollow,-0.4779957131567869
Fe,Ta,0.5,0.5,bridge,-0.4783155829599934
Cu,Tc,0.75,0.25,hollow,-0.4785883771537271
Rh,V,0.5,0.5,hollow,-0.4785927309557962
Au,Os,0.75,0.25,top,-0.4786587185580799
Ir,Tc,0.75,0.25,hollow,-0.0605332200602504
Ag,Ta,0.75,0.25,top,-0.4795935656574954
Os,Rh,0.75,0.25,bridge,-0.0597989208572187
Ru,Cr,0.75,0.25,hollow,-0.4802731699591902
Pd,Rh,0.5,0.5,bridge,-0.0591536028577763
Nb,Ni,0.5,0.5,hollow,-0.4809318215547762
Sc,V,0.5,0.5,bridge,-0.4809995778586824
Cu,Tc,0.5,0.5,hollow,-0.4810648851552912
Ir,Os,0.5,0.5,hollow,-0.0588765910569861
Tc,Zn,0.75,0.25,hollow,-0.4812614874526559
Cu,Mo,0.75,0.25,hollow,-0.0586582196546885
Cd,Ta,0.75,0.25,hollow,-0.481345570557977
Re,Rh,0.5,0.5,hollow,-0.4814556406590498
Os,Ir,0.75,0.25,top,-0.0583065124583015
Cu,Tc,0.5,0.5,bridge,-0.4819174178546461
Zn,Nb,0.75,0.25,hollow,-0.4821281699614417
Hf,Zn,0.5,0.5,~,-0.0578681370597848
Ru,W,0.75,0.25,hollow,-0.4825812395565378
Pd,Ru,0.75,0.25,hollow,-0.0574070402608128
Fe,Sc,0.75,0.25,hollow,-0.4827234190588285
Ru,Cd,0.75,0.25,hollow,-0.4828685917591144
La,Ta,0.5,0.5,bridge,-0.0571098918580617
Pt,Ta,0.75,0.25,bridge,-0.0569000921595659
Co,Mo,0.5,0.5,bridge,-0.4831770328591744
Pd,Tc,0.5,0.5,bridge,-0.4832841096567506
Au,Cr,0.75,0.25,hollow,-0.056515187056874
Ru,Nb,0.75,0.25,hollow,-0.483485065657959
Hf,V,0.5,0.5,top,-0.0564728734561583
Mn,Zr,0.5,0.5,bridge,-0.4840380010600427
Rh,Zn,0.5,0.5,top,-0.0559369451575264
Pd,Ni,0.75,0.25,bridge,-0.055891638256952
Ag,Tc,0.5,0.5,bridge,-0.4841148731565852
Ru,Pt,0.75,0.25,bridge,-0.0557279617596293
Au,Rh,0.75,0.25,hollow,-0.0554766646555151
Hg,Tc,0.75,0.25,top,-0.4845306630586208
Pd,Mo,0.75,0.25,top,-0.0554657800593929
Ru,W,0.75,0.25,hollow,-0.4845533845573015
Fe,Sc,0.75,0.25,bridge,-0.4845928411586726
Ru,Zn,0.5,0.5,bridge,-0.4848710774594735
Cu,Pd,0.75,0.25,hollow,-0.0551279507553488
Os,Ir,0.75,0.25,bridge,-0.0548974703587816
Cu,Nb,0.75,0.25,top,-0.0548906674584657
Pd,Pt,0.5,0.5,bridge,-0.054710936258715
Pt,Zn,0.75,0.25,bridge,-0.0545713419623723
Ni,Ta,0.5,0.5,hollow,-0.4856397991597703
Cu,Re,0.75,0.25,hollow,-0.4859206206592432
Ni,Ta,0.75,0.25,hollow,-0.4861841628580521
Cu,Ag,0.75,0.25,hollow,-0.0537509186605973
Ru,W,0.5,0.5,bridge,-0.4862777699590594
Tc,Au,0.75,0.25,hollow,-0.4862965458587212
Cr,Pt,0.75,0.25,top,-0.0529989320557149
Cu,Pt,0.5,0.5,hollow,-0.0527295393612519
Pd,Ir,0.75,0.25,bridge,-0.0526726675588804
Ni,Ti,0.75,0.25,hollow,-0.4873478576618879
Fe,Tc,0.5,0.5,hollow,-0.4876950749594186
Re,V,0.75,0.25,bridge,-0.4877998387591731
Ir,Os,0.5,0.5,bridge,-0.0521427258563278
Os,Y,0.75,0.25,bridge,-0.4887020322557589
Zr,Pt,0.75,0.25,bridge,-0.4889393154580546
