system_id,reference_energy,get_energy,adsorp_energy
random656916,-316.35894736999995,-316.53018138,-0.1712340100000347
random512906,-8.62562262,-8.33118439,0.294438229999999
random2144830,-323.70003783,-323.37958303,0.32045479999999316
random1244843,-198.09315745,-198.43071194,-0.33755449000000226
random1322823,-171.68103333,-172.12231615,-0.44128281999999786
random1375757,-676.09292271,-676.1184093,-0.025486590000014075
random766561,-157.87520108,-158.64189775,-0.7666966699999875
random896984,-208.47596834,-208.76599984,-0.2900314999999978
random1844511,-914.63899822,-915.59747646,-0.9584782400000904
random1479536,-591.11872592,-590.86949724,0.24922867999998743
random1380297,-596.1017359900001,-596.34275428,-0.24101828999994268
random1432225,-177.48007498,-176.73696858,0.7431064000000163
random1891701,-120.34942821,-119.33601681,1.0134113999999954
random1705561,-446.34581515,-447.50296744,-1.157152289999999
random2154288,-211.27207756,-210.94669291,0.3253846500000179
random1081974,-676.08913498,-676.81413099,-0.7249960099999271
random1452008,-283.82886585999995,-284.009395,-0.18052914000003284
random1400336,-289.28053702,-288.32970371,0.9508333100000073
random823998,-459.99960242,-460.98076437,-0.9811619500000006
random2036288,-369.98980596,-370.20487928,-0.2150733199999877
random2145969,-445.61022852,-446.14173287,-0.5315043499999774
random571922,-90.08583824,-90.25292079,-0.1670825500000035
random2154485,-1009.59170168,-1010.52647278,-0.9347710999999208
random1165191,-516.73208234,-516.75057875,-0.018496410000011565
random2268313,-121.50586675,-121.2859905,0.21987624999999866
random96719,-201.49018453,-200.83726294,0.6529215900000054
random1104683,-491.43703373,-491.28037952,0.15665420999999924
random439433,-298.20976883,-298.96659357,-0.7568247400000132
random732754,-179.38526353,-179.07700199,0.3082615399999895
random1646293,-175.23548307000002,-173.93060812,1.304874950000027
random1379845,-612.04334795,-612.41312539,-0.3697774400000071
random794487,-134.10621728,-133.86378492,0.24243236000000934
random547755,-501.12786004,-500.48241397,0.6454460699999913
random669346,-417.674238,-417.63008812,0.0441498800000204
random1199402,-176.42922397,-176.65977015,-0.2305461800000046
random110736,-307.94558684,-307.99340008,-0.04781324000003906
random1604453,-77.01542051,-76.54443989,0.47098061999999175
random1132718,-65.38395723,-65.07287817,0.3110790599999973
random1117540,-228.11642282,-228.51646545,-0.4000426300000015
random1818278,-656.65023448,-657.64048714,-0.9902526600000101
random2095706,-510.61890838,-511.46389447,-0.8449860900000203
random1448588,-493.50783375,-493.965934,-0.4581002500000295
random68452,-458.30020799,-459.05070548,-0.7504974899999866
random1418378,-266.53103016,-266.81272307,-0.28169291000000385
random1586030,-304.74609829,-304.65174036,0.09435793000000103
random2360754,-737.10957212,-737.19182112,-0.0822489999999334
random2479946,-544.7812472300001,-545.26916511,-0.48791787999994085
random878548,-366.6481296,-364.5439872,2.1041424000000006
random1994698,-430.73741592,-431.45449143,-0.7170755100000292
random1231855,-586.7028132400001,-587.7509476,-1.048134359999949
random640417,-472.24848583,-472.20196234,0.046523489999970025
random1904758,-450.54559666,-451.59007815,-1.0444814900000097
random1379129,-223.1465396,-223.97246985,-0.825930249999999
random816059,-167.35803775,-166.08856571,1.2694720399999824
random1265487,-138.4472288,-138.68958286,-0.2423540599999967
random2086007,-247.14931099,-247.34872705,-0.19941606000000434
random2007452,-135.34301656,-134.41501338,0.9280031799999904
random1827202,-104.2540177,-104.28698952,-0.03297182000000021
random969042,-222.10923186,-223.67584556,-1.5666137000000049
random1932610,-797.06477275,-796.49381685,0.5709558999999444
random944512,-472.53738723,-471.83587613,0.7015111000000047
random690350,-430.45220882,-431.16583727,-0.7136284499999874
random1944063,-414.67891875,-415.19030895,-0.5113901999999939
random918702,-282.40111987999995,-281.56815296,0.832966919999933
random2008274,-362.50751733,-362.21151486,0.29600246999996216
random1716215,-387.59709721,-388.53356044,-0.9364632299999585
random663077,-243.23548869,-243.31435045,-0.07886175999999523
random1202118,-915.24297531,-916.2205597,-0.9775843899999472
random1186015,-637.81051391,-637.10615908,0.7043548300000566
random2236446,-305.61645759,-311.02964893,-5.413191340000026
random1890706,-47.614673960000005,-47.31138787,0.3032860900000074
random2146691,-211.46124017,-212.32842114,-0.8671809699999926
random1274726,-231.89339814,-231.46592258,0.42747555999997644
random748042,-312.47812213,-313.22155475,-0.7434326200000214
random402602,-255.30681535,-256.10261639,-0.7958010399999864
random928754,-443.22817794,-443.90931333,-0.6811353899999517
random885060,-388.82194937,-387.52542613,1.296523239999999
random961543,-89.29730145,-89.55336231,-0.25606085999999095
random794655,-35.72981344,-35.82385912,-0.09404568000000069
random1654974,-10.65485789,-10.64107366,0.013784230000000619
random367098,-306.28133513999995,-305.93574752,0.3455876199999466
random762136,-239.08280255,-239.65851209,-0.5757095399999912
random1867817,-325.43057474999995,-325.76254487,-0.3319701200000509
random503912,-215.39386053,-215.46210428,-0.0682437499999935
random2145938,-452.42224644,-452.6608148,-0.23856836000004478
random717522,-196.42925888,-195.97985649,0.4494023899999888
random2412198,-413.95079531,-413.5039896,0.44680570999997826
random623967,-572.56798423,-573.15263643,-0.5846522000000505
random986928,-179.82864914,-179.93388907,-0.105239929999982
random124965,-50.838337640000006,-50.3644939,0.4738437400000066
random913442,-95.64613877,-94.66115724,0.9849815299999989
random843502,-637.83937833,-638.28877688,-0.4493985499999553
random855318,-447.55500558,-447.62634528,-0.07133970000001
random1497555,-1080.61360136,-1081.52953065,-0.9159292899998945
random851045,-87.30627819,-87.15394825,0.15232994000000133
random1872470,-64.30760132,-64.52132481,-0.21372348999999247
random2055220,-415.84526054,-416.38713106,-0.5418705199999749
random25264,-96.91439401,-97.44686623,-0.5324722200000025
random2066618,-1529.93893499,-1530.72426447,-0.785329479999973
random2053549,-68.01883762,-67.72799849,0.29083912999999484
random2218689,-432.68461574,-432.85392607,-0.16931032999997342
random2387087,-515.32530221,-516.0949569,-0.7696546900000385
random849884,-140.13303385,-139.02733826,1.1056955900000105
random130360,-36.8388288,-36.86756018,-0.02873137999999642
random554809,-227.2447495,-227.35659463,-0.11184512999997764
random1514158,-977.69471778,-978.43353675,-0.7388189700000112
random1054359,-846.10352021,-846.40013545,-0.29661523999993733
random2124227,-254.49559738,-253.87522588,0.6203715000000045
random963411,-340.11445403,-340.85601817,-0.7415641400000368
random1479059,-172.32778193,-169.1835662,3.144215729999985
random2408834,-433.76386479,-434.00558654,-0.24172175000001062
random1475077,-697.9854100700001,-698.62219287,-0.6367827999999918
random2227870,-147.87664569,-148.27406199,-0.3974163000000033
random2237710,-196.94039419,-197.11378007,-0.17338587999998367
random1943482,-254.55570762,-254.29403186,0.2616757600000028
random973240,-180.65587617,-179.86587865,0.7899975199999858
random609786,-468.83002373,-470.9750321,-2.1450083700000278
random2408153,-145.42793089,-144.77557053,0.6523603599999888
random1504737,-614.0882417600001,-615.08080652,-0.9925647599999365
random2225343,-271.03985976,-271.3843168,-0.3444570400000089
random811669,-79.67945261,-79.58078877,0.09866384000000039
random622937,-58.68346616,-58.18910128,0.4943648799999991
random533500,-590.13035957,-594.84433533,-4.713975760000039
random338060,-293.47646927,-292.9572759,0.5191933699999822
random2108710,-465.71529355,-465.05438364,0.6609099099999867
random1706444,-179.39213263,-177.86794303,1.5241895999999997
random884574,-466.6870109,-467.09674921,-0.4097383099999661
random2255699,-583.1666485000001,-583.38532223,-0.2186737299999777
random1689280,-148.59798914,-148.36052888,0.23746026000000597
random1937793,-278.66545936,-278.73007887,-0.06461950999999999
random1042172,-251.98801511,-252.44382928,-0.45581416999999647
random1742171,-411.45940398,-411.84090307,-0.3814990900000339
random1958692,-524.16530492,-524.61813012,-0.4528252000000066
random2091705,-157.13232951,-158.39427302,-1.261943510000009
random659855,-65.03386882,-65.57602284,-0.5421540199999981
random1337522,-250.74011552,-250.28108577,0.4590297499999849
random1248005,-338.35033338999995,-337.26632602,1.084007369999938
random1510502,-269.9846267,-270.48787889,-0.503252190000012
random2475586,-907.73729149,-908.30397543,-0.5666839400000754
random1813586,-653.69413051,-654.32963088,-0.6355003699999315
random1812167,-276.97508982,-277.92777943,-0.9526896099999931
random573823,-348.26236659999995,-348.27322304,-0.01085644000005459
random1627802,-56.847509800000005,-56.45451658,0.39299322000000103
random2228543,-176.64959319,-176.44340299,0.20619019999998045
random2300933,-438.52658765,-439.02201233,-0.4954246799999851
random990416,-307.16721504,-306.90974766,0.25746737999998004
random829228,-372.333173,-374.64713828,-2.313965279999991
random545251,-176.71114574,-176.51554826,0.19559748000000354
random665713,-21.40099582,-21.08924327,0.3117525499999978
random2126998,-277.32255245,-276.86784974,0.4547027099999923
random1475735,-331.34532738,-330.56223041,0.783096970000031
random1688469,-239.11074488,-237.89740363,1.213341249999985
random1172913,-506.85532712,-506.3018655,0.5534616200000073
random2108261,-525.78950195,-526.19290592,-0.4034039699999994
random304951,-441.15568341,-441.05949605,0.09618735999998762
random389340,-348.23344068999995,-348.53484689,-0.3014062000000308
random1892897,-131.720135,-131.28840818,0.4317268199999944
random1275506,-233.86953092,-233.11159307,0.7579378499999905
random1669035,-211.49627006,-212.38330406,-0.8870339999999999
random1992957,-387.5301361,-387.82615923,-0.2960231299999805
random1787419,-870.3757880300001,-871.4034282,-1.027640169999927
random878860,-335.18471459999995,-336.02503084,-0.8403162400000497
random1272831,-83.72926831000001,-83.17001023,0.5592580800000064
random471005,-322.02774841,-322.94806112,-0.920312709999962
random2252219,-283.1996701,-282.39028179,0.8093883099999744
random76521,-462.73129005,-462.94329952,-0.21200946999999815
random863025,-319.20629731,-319.96264034,-0.7563430299999823
random2245855,-167.83135715,-167.57140815,0.259949000000006
random1961781,-359.17962886,-359.33840077,-0.15877191000004132
random1581257,-647.94968363,-648.18744398,-0.23776035000003048
random2360717,-411.18085652,-411.87860085,-0.6977443299999777
random892475,-156.82815109,-157.26624449,-0.4380933999999854
random2117240,-506.27319252,-507.00577743,-0.7325849100000141
random1100129,-380.89456665,-380.92696512,-0.03239846999997553
random157532,-121.15199995,-120.80955066,0.3424492900000047
random1955755,-198.09382883,-197.62793517,0.4658936600000061
random2196214,-1219.54432012,-1220.29130048,-0.7469803599999523
random2279398,-359.96680932,-359.23264842,0.7341609000000062
random1282869,-132.47220398,-132.53337504,-0.061171060000020816
random2215078,-401.86988056,-401.7143338,0.1555467599999929
random1708409,-769.95131282,-770.98616273,-1.0348499100000481
random858959,-44.12121444,-44.35991992,-0.23870548000000014
random2021593,-182.77733836,-183.2030133,-0.4256749400000217
random553174,-843.04780099,-842.03018407,1.0176169200000231
random1559141,-148.52213410000002,-148.23373121,0.2884028900000146
random1977296,-317.64092628,-318.07348105,-0.4325547700000243
random721989,-593.52523122,-593.83620351,-0.31097228999999516
random1223446,-426.95453987,-427.43258006,-0.47804019000000153
random2392352,-495.68442158,-496.57915257,-0.8947309900000278
random98495,-113.55454618,-112.79262278,0.7619234000000006
random755856,-262.79083674,-261.69411542,1.096721319999972
random787348,-154.82405439,-154.6491968,0.1748575899999878
random1796533,-44.08529129,-43.52932813,0.5559631599999975
random1900224,-649.05744658,-649.5877883,-0.530341720000024
random1262074,-476.04386968,-476.57760166,-0.5337319800000273
random150123,-487.85030125,-487.7513429,0.09895834999997533
random609877,-382.66512602,-382.92987013,-0.264744109999981
random627938,-24.03493497,-24.31800666,-0.28307169000000343
random1860139,-1152.55082715,-1153.07560456,-0.5247774100000697
random1270575,-243.02626924,-243.16730128,-0.14103203999999891
random1021671,-65.97371823,-65.28923444,0.6844837900000016
random1991256,-326.50171866,-327.42291113,-0.921192469999994
random970987,-1848.72058321,-1848.8903796,-0.169796389999874
random880685,-535.53966052,-534.8588083,0.6808522200000198
random688956,-342.96493138,-342.85156839,0.11336298999998462
random152609,-168.64407286,-169.74131287,-1.0972400100000073
random1725660,-756.70787872,-757.34504756,-0.6371688399999584
random1641272,-218.60485677,-218.93935187,-0.33449509999999805
random1778040,-171.09304579,-171.17988964,-0.08684385000000816
random1357773,-64.62525235,-63.85331144,0.7719409099999979
random828346,-67.52136824,-67.2667332,0.2546350399999966
random699777,-337.31837183,-337.3954605,-0.07708867000002328
random1119118,-121.05690117,-121.23233388,-0.1754327099999955
random857707,-386.68671021,-387.73231395,-1.04560373999999
random244015,-602.79804532,-602.83596127,-0.037915949999955956
random1924003,-919.8516277,-919.39410104,0.457526659999985
random228431,-369.95135193,-370.44843428,-0.4970823500000279
random1945620,-159.44549432,-158.92068489,0.5248094300000048
random2370611,-133.76643738,-133.90556203,-0.1391246499999852
random1600315,-404.05240079,-404.50942282,-0.45702203000001873
random1762279,-91.87083869,-91.59910765,0.2717310400000059
random664541,-638.36849992,-638.87625152,-0.507751600000006
random1542459,-258.60675939,-258.69480723,-0.08804784000000154
random1397461,-318.91347614,-317.77506591,1.1384102299999768
random1366141,-964.52040861,-965.07302237,-0.5526137599999856
random1342949,-273.79029133,-274.57994111,-0.7896497799999906
random1549247,-1240.35639113,-1240.94661791,-0.5902267799999663
random864229,-425.27242424,-425.72596755,-0.4535433099999864
random2305967,-149.79571365,-149.06795702,0.727756630000016
random451669,-183.91905295,-183.38314191,0.535911040000002
random1575355,-347.86460973,-347.67869463,0.18591509999998834
random190229,-101.88402338,-101.02025607,0.8637673100000001
random325899,-79.5846325,-78.98620457,0.5984279299999997
random1554173,-108.70854083,-109.13042589,-0.4218850599999939
random663538,-349.18312995,-348.07080502,1.1123249299999998
random2165458,-354.44802028,-354.78057078,-0.33255050000002484
random1536730,-1984.18024833,-1984.98678762,-0.8065392900000461
random1628843,-92.91660554,-93.11330883,-0.19670328999998787
random712155,-147.80018243,-147.83391716,-0.03373472999999194
random601258,-1167.48855852,-1167.93446035,-0.44590183000013894
random662574,-9.13719692,-8.90427288,0.23292403999999856
random2218924,-149.95010829,-150.19418087,-0.24407257999999388
random704699,-873.40707452,-873.32901983,0.0780546900000445
random352842,-210.14359567,-209.09017661,1.0534190600000102
random1778394,-226.03516779,-226.75259679,-0.7174290000000099
random1702727,-179.98941096,-178.77944606,1.2099648999999886
random333535,-245.87001837,-244.91277291,0.9572454599999958
random964142,-401.59484978,-402.22062486,-0.6257750799999826
random1849349,-244.73979725,-245.43214948,-0.6923522299999831
random1129250,-435.04962186,-434.78833511,0.26128675000001067
random313872,-108.75803176,-109.24612692,-0.4880951600000003
random1856028,-598.95949806,-599.45471372,-0.4952156599999853
random732222,-525.8012638600001,-526.2185069,-0.417243039999903
random1062930,-339.86163763,-339.91712279,-0.055485159999989264
random578847,-12.32519538,-12.10656989,0.21862549000000087
random2289944,-461.28782416,-461.69770369,-0.409879530000012
random1336228,-227.10590486,-227.6317512,-0.5258463399999869
random1657430,-894.65524285,-894.99123624,-0.3359933899999987
random1289739,-440.75600431,-441.23294069,-0.47693638000004057
random1689404,-504.25188309,-504.100522,0.15136108999996623
random2412160,-86.77551782,-86.2443726,0.5311452199999991
random1381966,-1229.70801028,-1229.60136147,0.10664881000002424
random886612,-614.9456902300001,-614.58265209,0.3630381400000715
random943610,-104.843779,-105.00919654,-0.16541754000000708
random237405,-120.39284664,-120.08709807,0.30574857000000577
random983987,-549.0432699300001,-548.72448244,0.31878749000009066
random1809625,-1019.6001209,-1019.32411386,0.2760070399999677
random782375,-302.88615465,-302.64500429,0.241150360000006
random1577689,-418.5092504,-418.40523714,0.1040132599999879
random1172819,-787.0133713600001,-787.31987179,-0.30650042999991456
random1986778,-418.68070356,-418.76042698,-0.07972341999999344
random1048619,-104.20814773,-104.43236386,-0.22421613000000207
random1866636,-604.64908733,-605.39140184,-0.7423145099999147
random1814061,-344.68948456,-345.55011645,-0.860631890000036
random1246836,-638.8889507600001,-638.12661531,0.7623354500000232
random1124323,-371.12830007,-371.50015353,-0.37185345999995434
random2456393,-396.24282427,-395.66333456,0.5794897100000185
random996138,-517.15678256,-517.78803295,-0.6312503899999911
random2226033,-648.95890391,-649.19390659,-0.2350026799999796
random2364921,-552.3023309,-552.12184814,0.18048276000001806
random903086,-741.48214495,-741.32470642,0.15743853000003583
random1429580,-395.17608582,-395.99958309,-0.8234972699999616
random1666489,-68.97056417,-68.71936016,0.25120401000000925
random2100515,-216.05918547,-216.55979977,-0.5006143000000236
random2498808,-374.83885482,-375.28766191,-0.4488070900000025
random2469183,-61.20526198,-60.94041001,0.26485197000000227
random904194,-733.4135223200001,-732.71950025,0.6940220700000737
random454308,-732.99364561,-734.46447623,-1.4708306199999015
random2023099,-449.76901285,-449.09283536,0.6761774900000432
random2114515,-162.70454521,-162.84160988,-0.1370646700000009
random2337203,-127.00928448,-126.99666592,0.01261856000000705
random1923038,-919.98912168,-920.2242957,-0.23517401999993126
random710698,-100.73490616,-101.54851271,-0.8136065500000029
random1632082,-833.4895797500001,-833.2486666,0.24091315000009672
random265087,-61.08408466,-61.30387379,-0.21978912999999523
random871119,-187.10263349,-187.23323053,-0.13059703999999783
random2173534,-408.00497436,-407.82205984,0.18291451999999708
random870572,-491.04714888,-490.84288834,0.20426054000000704
random564040,-137.717341,-137.85574294,-0.13840193999999428
random173217,-953.75613978,-953.91425131,-0.15811153000004197
random156947,-438.53130397,-438.79361458,-0.2623106099999859
random2287561,-122.35500514,-121.59254303,0.7624621100000013
random925617,-260.78829341,-261.32640918,-0.5381157699999903
random1888728,-177.02218532,-176.27431202,0.7478733000000091
random677198,-338.05753174999995,-340.15025541,-2.092723660000047
random1705525,-497.62275144,-498.03086951,-0.40811807000000044
random1202560,-207.30909699,-207.36926001,-0.06016302000000451
random2299965,-43.99620869,-43.0961,0.9001086900000033
random266180,-432.15038381,-432.26800501,-0.11762120000003051
random394481,-146.29028583000002,-144.49995062,1.7903352100000234
random897274,-443.7702239,-444.47988711,-0.7096632099999738
random1203599,-379.63375031,-380.36008845,-0.7263381399999957
random573085,-163.67781959,-163.71800051,-0.04018091999998319
random1369921,-329.2282194,-329.95324482,-0.7250254200000086
random2264552,-164.36407384,-164.38264859,-0.018574749999999085
random1665683,-332.93805321,-333.11624839,-0.1781951799999888
random475133,-288.92517884,-288.66886005,0.256318790000023
random653112,-591.04659257,-591.57285681,-0.5262642399999322
random886580,-175.96338713,-176.66636825,-0.702981120000004
random2066955,-332.08237286,-332.896429,-0.814056139999991
random2408113,-366.70315013,-366.31788712,0.3852630099999601
random1059327,-301.26399714,-300.75102627,0.5129708700000037
random968747,-661.3639997700001,-660.85600773,0.5079920400000901
random865465,-171.55466607,-170.92461399,0.6300520799999845
random1741622,-462.27297582,-461.81751851,0.4554573099999857
random953842,-269.01941736,-268.95930737,0.060109990000000835
random1897239,-358.25757295,-357.60882588,0.6487470700000131
random1728188,-147.42838129,-148.424312,-0.9959307099999819
random1009774,-267.21808324,-266.83682702,0.3812562200000116
random870914,-534.08066838,-535.35011418,-1.2694457999999713
random2217864,-173.59259628,-173.42185506,0.17074121999999647
random2388069,-668.83473739,-668.78118142,0.05355596999993395
random1013341,-69.79307832,-69.73441461,0.0586637100000047
random252450,-697.0955614000001,-698.16362626,-1.0680648599999358
random2363394,-155.86244989,-155.44543731,0.4170125800000051
random617342,-256.38757895,-255.1294715,1.258107449999983
random622427,-274.95585691,-274.27224783,0.6836090799999965
random751122,-236.08253132,-235.5811843,0.5013470199999972
random781560,-90.61897264,-91.23715245,-0.6181798100000009
random455581,-514.19744348,-516.87806098,-2.6806175000000394
random2369449,-634.55726901,-634.39386552,0.16340349000006427
random2235997,-633.82897131,-634.16126842,-0.33229711000001316
random1304806,-806.1988696000001,-806.63237149,-0.4335018899998886
random2249640,-333.55989017,-333.55329141,0.006598760000031234
random935772,-299.51115937,-299.79200326,-0.2808438900000283
random654254,-168.97398766,-168.3044108,0.6695768600000065
random107326,-633.02152083,-633.33330549,-0.31178466000005756
random1861078,-404.39098423,-404.818545,-0.42756076999995685
random1525058,-197.78820918,-197.83802088,-0.04981169999999224
random2268673,-313.71632879,-313.42271021,0.2936185799999862
random1337814,-110.63130918,-110.56289867,0.06841051000000675
random1197314,-237.76857151,-238.18658936,-0.41801785000001246
random2188472,-802.77789799,-803.37595344,-0.5980554499999471
random544167,-852.62006491,-853.19664239,-0.576577479999969
random2020349,-332.41612868,-332.73641911,-0.32029043
random1458647,-172.30017094000002,-171.43046232,0.8697086200000115
random1280916,-147.9401782,-148.03062477,-0.09044657000001166
random1844847,-374.42874076,-374.31342876,0.11531199999996034
random643295,-251.79816705,-251.63248125,0.16568579999997723
random1144893,-538.99936487,-539.47733857,-0.47797370000000683
random2070172,-298.71704171,-298.16255962,0.554482089999965
random1992851,-517.69967037,-517.45262785,0.24704252000003635
random1750460,-339.17024504,-339.49002322,-0.31977818000001434
random2165604,-1557.93567491,-1556.75553283,1.180142079999996
random2081288,-421.73029019,-422.54292346,-0.8126332699999921
random124565,-58.29814244,-57.86991841,0.42822403000000264
random1722458,-379.66891009,-379.12314504,0.54576505
random2256952,-455.38107234,-456.46379515,-1.082722810000007
random1383687,-135.90434668,-135.65450071,0.24984596999999553
random1813872,-203.77097534,-204.54919272,-0.778217380000001
random1974136,-664.1401562,-664.51889966,-0.3787434600000097
random2057730,-159.78848261000002,-160.19379016,-0.405307549999975
random1070899,-330.00338411,-330.51583847,-0.5124543599999924
random479110,-145.71910339,-145.71284006,0.0062633299999959036
random75269,-369.38222611,-369.82193076,-0.43970465000001013
random571603,-244.31337992,-244.03787122,0.27550869999998895
random1876287,-177.18491274000002,-176.86602967,0.3188830700000267
random1814341,-634.88872623,-634.64076451,0.24796171999992112
random288281,-491.33979007,-492.15043966,-0.8106495900000255
random2354289,-357.29320667,-358.15100268,-0.8577960099999586
random2376857,-84.30618189,-84.56081785,-0.25463596000000166
random442082,-370.46952496,-370.74040713,-0.27088216999999304
random2083488,-598.0982553900001,-598.10246365,-0.004208259999927577
random2125270,-719.29055012,-722.51862368,-3.2280735599999844
random568097,-127.78138878,-128.48302155,-0.7016327699999891
random1837852,-256.31027079,-256.09216366,0.21810713000002124
random1419806,-590.41328417,-590.02433496,0.3889492099999643
random2238157,-476.59083024,-477.22578444,-0.6349541999999815
random1332689,-800.39995242,-800.48779208,-0.087839659999986
random114126,-157.32861067,-157.67355074,-0.3449400700000069
random710502,-539.04276546,-538.22482658,0.8179388800000424
random723773,-875.37874846,-874.8998281,0.47892035999996097
random1577373,-83.77757647,-84.16734553,-0.3897690600000061
random1189729,-843.20843628,-842.56504276,0.6433935200000178
random1100681,-109.14667949,-107.15121976,1.9954597299999932
random974481,-193.08043408,-194.28076341,-1.2003293299999882
random1145049,-309.63258578999995,-309.39212948,0.24045630999995637
random1284521,-460.76828848,-461.19290742,-0.42461893999995937
random346244,-93.85114766,-94.10789526,-0.2567476000000113
random1020011,-578.2985323500001,-579.32176987,-1.0232375199999524
random1454318,-454.44240792,-455.65609878,-1.2136908599999856
random1364598,-319.89911336999995,-320.53483964,-0.6357262700000206
random1816839,-392.5218845,-393.05796835,-0.5360838500000114
random1324616,-99.79427274,-99.03078138,0.7634913600000033
random1812664,-288.53993537,-287.95467355,0.5852618200000279
random1819509,-253.09578261,-252.44949639,0.646286219999979
random1989878,-65.1920937,-64.77752142,0.41457228000000157
random2128073,-525.26072148,-525.86171933,-0.6009978499999988
random717076,-70.78727177,-70.26531494,0.5219568300000077
random2048811,-200.83584366,-200.81539626,0.020447399999994786
random2110874,-337.21587573,-337.31323124,-0.09735550999999987
random1531595,-191.70235435,-190.52150782,1.1808465299999966
random516188,-138.25178999,-139.07124081,-0.8194508200000143
random655701,-582.79316407,-583.19379075,-0.4006266799999594
random794205,-197.3535422,-197.45688611,-0.10334391000000664
random795512,-544.13368718,-543.57594412,0.5577430600000071
random937060,-304.60010068,-304.03900078,0.5610999000000447
random2020781,-470.53729782,-471.40891422,-0.8716163999999935
random1800877,-226.87193035,-226.61451127,0.25741908000000535
random2493868,-469.45653549,-469.69649417,-0.23995867999997245
random336418,-105.88691506,-105.20509433,0.6818207300000125
random1550692,-356.14970499,-355.4664428,0.6832621899999936
random2454208,-132.6435461,-133.58980936,-0.9462632599999949
random117366,-163.69902346,-164.4312963,-0.7322728400000074
random2204434,-417.19076151,-417.10638428,0.08437723000002961
random674148,-551.97925131,-550.94634169,1.0329096199999412
random2087733,-73.3726652,-73.49967709,-0.12701189000000568
random1307257,-237.60328882,-238.45875839,-0.8554695700000252
random779799,-324.74994852,-325.21556023,-0.4656117100000188
random2280621,-278.09717773999995,-278.84127739,-0.7440996500000665
random70303,-234.51729094,-233.96658947,0.550701470000007
random2302109,-249.09356691,-250.52553754,-1.431970629999995
random1781327,-541.59431712,-542.19848981,-0.6041726899999276
random1790810,-678.46126497,-678.66505398,-0.2037890100000368
random1586157,-400.77780804,-400.24334471,0.534463330000051
random1054984,-123.48548813,-123.38327491,0.10221321999999589
random1450310,-566.7681021000001,-567.67849729,-0.9103951899999174
random729427,-354.77799589,-355.29477396,-0.5167780699999867
random2163778,-716.05258085,-716.33987048,-0.28728962999991836
random1490331,-428.30505526,-429.12759976,-0.8225444999999922
random796914,-104.92959938,-104.73942416,0.19017522000000042
random1145150,-285.69558505,-285.56519156,0.13039348999996037
random2148002,-399.28982012,-398.77817316,0.5116469600000073
random555788,-251.59614545,-251.39920596,0.19693949000000543
random1537336,-432.86789008,-433.13172591,-0.263835830000005
random749241,-473.95138699,-473.93220354,0.01918345000001409
random2263130,-579.98212054,-580.42913993,-0.44701939000003676
random1548499,-391.07182321,-390.61708291,0.454740299999969
random1534856,-493.10980497,-493.89727805,-0.7874730799999838
random640904,-537.03499058,-537.39391932,-0.3589287400000103
random330391,-148.85075867,-148.80113151,0.049627160000000003
random1307538,-589.40288251,-590.10123363,-0.6983511199999839
random653125,-202.91316372,-203.35033554,-0.4371718200000032
random1441984,-337.72744325,-338.02516906,-0.29772580999997444
random215538,-409.5994698,-409.57887878,0.020591019999983473
random1950275,-79.61412656,-78.92007551,0.6940510499999988
random1733265,-398.46390389,-397.90951232,0.554391570000007
random2053601,-465.7552087,-466.17954578,-0.4243370799999866
random498880,-289.02025191,-289.15583856,-0.13558664999999337
random1259899,-200.03845438,-200.07032136,-0.031866980000017975
random1213750,-337.29222854,-336.71644547,0.57578307
random1163050,-102.36348716,-102.09860558,0.26488158000000794
random1146464,-182.36998265,-181.89089071,0.47909193999998934
random1899970,-263.38890667,-263.52727569,-0.13836902000002738
random622368,-180.62091297,-179.93354344,0.6873695300000122
random1625804,-178.49566609,-177.139632,1.35603408999998
random1880394,-245.12094117,-245.01017165,0.11076952000001938
random906152,-333.0309986,-333.63596927,-0.6049706700000002
random460845,-396.26933069,-396.30607607,-0.03674538000001348
random2053428,-179.67884378,-178.33713929,1.3417044899999837
random2428983,-891.85701157,-892.38118297,-0.5241714000000002
random773280,-406.15741136,-405.2760784,0.8813329600000088
random1813089,-527.28293161,-527.28900169,-0.006070079999972222
random2096553,-192.03841628,-192.19802928,-0.1596129999999789
random299316,-103.57874704,-103.46016017,0.11858687000000145
random1296235,-275.05921486,-276.67162026,-1.6124054
random2043305,-1299.19387178,-1300.05316949,-0.8592977099999644
random2398909,-276.38428548,-277.03335543,-0.649069949999955
random759443,-490.78049415,-491.60043996,-0.8199458100000356
random1327674,-444.06719618,-444.17108583,-0.10388964999998507
random799261,-95.99190435,-96.00934478,-0.017440430000007723
random2123311,-11.70599043,-11.70298197,0.0030084600000002126
random822196,-461.90434676,-461.86628388,0.038062879999984034
random1177954,-165.68670976,-164.73635673,0.9503530300000023
random2256503,-498.09771418,-498.60875228,-0.5110380999999506
random2365651,-301.84645945,-301.30832048,0.5381389699999772
random600008,-407.17385542,-407.20842941,-0.0345739900000126
random1411740,-192.76647603,-194.7772682,-2.010792170000002
random1244147,-258.22980329,-258.57179643,-0.3419931399999996
random2271442,-945.7793387,-946.31062038,-0.5312816800000064
random1611915,-223.78711778,-224.166711,-0.37959322000000384
random609911,-370.82333501,-370.82294477,0.00039024000000154047
random2085237,-574.89209293,-574.41699085,0.47510207999994236
random1076307,-513.06651542,-513.9134226,-0.8469071800000165
